Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2014-01-18,China,France,Machinery,9986.39,406.0
2019-06-29,China,India,Machinery,30768.66,285.0
2022-10-27,Germany,Canada,Chemicals,7891.91,996.0
2012-06-22,Germany,India,Electronics,12390.03,2635.0
2021-12-07,Brazil,USA,Electronics,3002.97,1010.0
2019-10-26,Italy,China,Electronics,4089.96,186.0
2022-02-04,Canada,Brazil,Electronics,2166.33,228.0
2020-12-11,Japan,USA,Vehicles,3328.82,742.0
2017-11-13,USA,Brazil,Electronics,13518.54,354.0
2015-10-13,Brazil,France,Vehicles,21941.97,320.0
2019-12-21,Brazil,India,Pharmaceuticals,4496.15,91.0
2014-04-25,Russia,Japan,Electronics,2566.04,474.0
2012-08-21,Russia,France,Electronics,12631.21,208.0
2021-08-22,Japan,Russia,Textiles,1273.9,191.0
2021-09-11,France,Canada,Pharmaceuticals,1311.51,980.0
2019-07-20,India,Brazil,Food,27201.49,76.0
2021-02-13,Germany,India,Machinery,621.92,45.0
2012-04-20,Japan,India,Pharmaceuticals,2364.74,657.0
2015-02-04,Italy,Canada,Vehicles,32987.21,70.0
2022-01-01,Japan,Italy,Machinery,21354.6,3.0
2012-02-12,France,India,Electronics,4562.18,73.0
2022-08-30,Japan,Italy,Machinery,5427.28,105.0
2014-12-09,Germany,Japan,Pharmaceuticals,3480.36,1374.0
2022-04-17,France,China,Chemicals,1467.27,29.0
2019-04-06,Brazil,Canada,Food,11389.84,4.0
2019-11-03,India,Brazil,Machinery,1586.8,1096.0
2015-02-26,Brazil,India,Chemicals,8872.62,257.0
2018-06-25,Italy,China,Textiles,17596.77,1267.0
2018-11-20,India,Japan,Food,14114.98,498.0
2021-09-14,USA,Russia,Machinery,20205.49,33.0
2014-01-17,Canada,India,Textiles,262.11,223.0
2022-01-01,Russia,China,Electronics,3461.34,258.0
2018-04-09,France,Italy,Textiles,2361.64,1542.0
2015-05-06,Brazil,Russia,Pharmaceuticals,6762.56,770.0
2019-06-05,India,Italy,Machinery,2629.34,428.0
2012-11-29,Brazil,Italy,Machinery,2802.57,49.0
2016-09-11,Italy,Japan,Machinery,9424.47,245.0
2020-12-28,Canada,Japan,Pharmaceuticals,1403.06,187.0
2018-07-13,USA,China,Food,10572.41,91.0
2016-09-12,China,Japan,Chemicals,937.44,1307.0
2019-09-20,Brazil,Italy,Chemicals,31800.59,2897.0
2017-08-17,Russia,Brazil,Pharmaceuticals,3627.21,1415.0
2017-08-28,Japan,Canada,Electronics,16672.18,326.0
2011-02-03,Germany,China,Machinery,5364.38,1078.0
2022-03-26,Russia,China,Textiles,1100.84,712.0
2014-02-10,India,France,Chemicals,12689.47,685.0
2015-09-27,India,Canada,Machinery,3338.08,96.0
2016-05-28,France,Germany,Pharmaceuticals,49131.42,285.0
2019-03-27,Japan,Canada,Vehicles,3504.36,1883.0
2014-05-08,USA,Japan,Textiles,821.33,15.0
2017-02-12,India,Germany,Vehicles,606.41,698.0
2012-09-08,Brazil,France,Textiles,6960.8,65.0
2011-09-04,Italy,India,Electronics,2322.73,1240.0
2018-02-04,Brazil,India,Electronics,2586.36,964.0
2019-01-22,Germany,Canada,Textiles,21279.58,1246.0
2020-12-12,Canada,India,Electronics,18780.66,345.0
2016-04-08,Russia,Germany,Machinery,5063.63,249.0
2014-09-08,Germany,Russia,Textiles,3775.1,1644.0
2011-03-01,Japan,Germany,Pharmaceuticals,8023.3,150.0
2013-07-20,Japan,India,Pharmaceuticals,17545.03,52.0
2019-01-26,India,China,Machinery,2367.67,164.0
2012-11-18,Germany,Russia,Chemicals,7252.87,272.0
2010-06-02,India,France,Machinery,12771.14,277.0
2014-04-11,India,France,Textiles,43961.84,276.0
2021-11-21,India,Russia,Vehicles,2218.67,325.0
2010-10-04,Canada,France,Pharmaceuticals,10127.62,864.0
2019-03-28,India,France,Pharmaceuticals,8381.36,596.0
2013-01-31,France,India,Textiles,4666.23,13.0
2017-08-10,Japan,Russia,Machinery,3348.93,231.0
2018-06-25,Japan,Russia,Textiles,6096.45,209.0
2021-10-10,Japan,Russia,Machinery,1595.53,513.0
2015-11-09,India,Italy,Food,4859.63,78.0
2020-11-04,Italy,Canada,Pharmaceuticals,5056.35,1201.0
2013-10-06,India,France,Machinery,9453.4,126.0
2017-08-19,USA,China,Machinery,1163.01,568.0
2020-08-02,Russia,China,Machinery,1120.26,414.0
2010-04-02,USA,Japan,Electronics,306.98,204.0
2016-07-02,Brazil,China,Pharmaceuticals,36168.56,62.0
2017-06-30,Brazil,Japan,Vehicles,6685.8,420.0
2012-05-24,USA,India,Chemicals,1601.7,1010.0
2022-09-05,USA,France,Textiles,21367.01,213.0
2012-12-10,Japan,Italy,Machinery,2358.07,724.0
2017-07-08,Brazil,Germany,Vehicles,13105.69,1010.0
2015-06-15,China,Italy,Food,154.42,425.0
2018-05-13,Russia,USA,Pharmaceuticals,9646.65,68.0
2016-10-22,USA,India,Textiles,21470.34,305.0
2020-11-09,Japan,China,Electronics,16715.2,200.0
2015-11-11,India,Germany,Electronics,2776.4,60.0
2017-03-14,Germany,Russia,Vehicles,3129.28,99.0
2015-06-17,Italy,Russia,Vehicles,5458.66,1545.0
2013-07-17,Germany,Brazil,Food,2799.88,443.0
2017-07-14,Canada,France,Vehicles,1887.96,571.0
2022-01-04,India,China,Electronics,2311.05,260.0
2011-05-25,Brazil,Canada,Electronics,14977.23,105.0
2022-12-16,Russia,France,Chemicals,2391.01,208.0
2022-04-26,Russia,China,Chemicals,6687.69,1351.0
2011-05-09,USA,Russia,Electronics,5481.87,249.0
2011-07-25,USA,Canada,Textiles,6002.04,473.0
2021-01-12,Brazil,Canada,Pharmaceuticals,3519.42,7.0
2013-09-26,India,France,Machinery,15030.05,173.0
2014-11-08,Germany,USA,Food,8129.66,411.0
2011-02-10,Germany,Japan,Pharmaceuticals,16640.43,516.0
2010-01-15,Canada,China,Vehicles,14768.96,631.0
2022-07-13,China,Russia,Textiles,3197.96,660.0
2014-09-03,China,Japan,Food,13202.51,520.0
2012-05-19,Brazil,China,Machinery,24559.1,269.0
2015-03-07,Italy,Germany,Textiles,33125.04,585.0
2010-09-20,Germany,Brazil,Machinery,16001.53,738.0
2020-02-26,USA,Japan,Textiles,15455.5,90.0
2020-09-29,USA,Italy,Textiles,326.97,498.0
2016-10-26,Russia,Canada,Pharmaceuticals,6764.83,109.0
2010-07-14,Brazil,Germany,Chemicals,633.75,122.0
2016-11-02,India,USA,Pharmaceuticals,22659.41,665.0
2011-10-23,USA,China,Electronics,4898.27,512.0
2015-11-12,Italy,Germany,Chemicals,9987.63,309.0
2011-10-12,Italy,India,Electronics,16256.7,1311.0
2022-11-10,Russia,Brazil,Machinery,6233.88,36.0
2014-07-20,Germany,Canada,Pharmaceuticals,1720.93,48.0
2014-05-24,France,USA,Pharmaceuticals,399.15,495.0
2012-05-28,China,Brazil,Machinery,3842.12,703.0
2022-11-21,China,France,Textiles,12154.36,26.0
2022-11-04,Italy,Germany,Textiles,1494.88,1046.0
2021-07-28,Russia,Canada,Electronics,2228.6,253.0
2015-09-12,Japan,USA,Electronics,4597.5,775.0
2017-03-01,Brazil,France,Pharmaceuticals,16980.29,1.0
2011-06-25,USA,Italy,Electronics,33077.47,649.0
2012-02-20,China,France,Vehicles,13924.14,126.0
2018-01-04,Germany,China,Pharmaceuticals,11909.75,131.0
2017-03-31,France,Brazil,Vehicles,5589.99,64.0
2017-11-07,Italy,China,Textiles,3628.23,158.0
2017-08-20,USA,Russia,Vehicles,4735.72,155.0
2013-11-15,Brazil,France,Vehicles,15491.65,245.0
2014-12-19,Canada,Germany,Pharmaceuticals,9695.28,372.0
2019-04-05,China,India,Textiles,2880.79,531.0
2012-11-04,USA,India,Chemicals,6289.37,824.0
2016-10-31,Canada,China,Pharmaceuticals,24002.01,13.0
2021-08-12,Japan,Canada,Chemicals,15820.42,421.0
2017-12-04,India,Canada,Pharmaceuticals,10421.78,402.0
2021-04-28,China,USA,Food,496.98,918.0
2010-12-23,China,Canada,Textiles,22092.07,1585.0
2019-02-05,India,China,Food,20651.47,9.0
2011-08-18,Brazil,Italy,Vehicles,4057.64,104.0
2013-05-21,Germany,Japan,Chemicals,303.96,344.0
2013-08-01,Canada,Italy,Food,1392.16,5.0
2014-04-14,Italy,Canada,Electronics,14246.38,835.0
2016-03-08,China,Canada,Chemicals,17528.9,380.0
2016-07-10,Italy,USA,Electronics,5567.41,157.0
2014-11-14,China,France,Vehicles,541.4,442.0
2022-02-16,France,Japan,Electronics,3217.01,945.0
2020-12-11,Canada,Japan,Textiles,7401.75,266.0
2012-12-02,Germany,Russia,Chemicals,32131.87,474.0
2015-07-12,Canada,India,Vehicles,22737.71,394.0
2021-04-24,Canada,China,Vehicles,11421.13,1775.0
2015-05-01,Italy,France,Vehicles,9153.04,1133.0
2019-11-12,Brazil,Italy,Food,5187.43,745.0
2021-07-28,Germany,China,Chemicals,4634.48,431.0
2011-06-07,Italy,USA,Food,14663.68,83.0
2020-01-02,France,Brazil,Vehicles,11201.25,997.0
2015-12-10,China,France,Food,10715.94,479.0
2020-07-14,India,Canada,Textiles,31174.8,338.0
2019-07-12,China,Germany,Electronics,931.78,118.0
2010-08-24,Canada,France,Pharmaceuticals,10222.27,189.0
2011-08-12,China,India,Vehicles,13597.98,420.0
2019-05-12,USA,Japan,Machinery,5487.48,167.0
2015-12-30,France,Canada,Electronics,1712.9,56.0
2020-10-12,China,Brazil,Chemicals,6709.87,225.0
2020-04-14,Italy,USA,Pharmaceuticals,1856.04,853.0
2019-08-15,India,Russia,Food,10839.94,3592.0
2012-11-29,France,India,Vehicles,7085.1,959.0
2014-04-24,Canada,Italy,Food,3657.58,203.0
2011-09-01,Germany,Japan,Electronics,12866.46,800.0
2015-09-29,Japan,Brazil,Chemicals,11127.73,625.0
2018-02-17,France,China,Pharmaceuticals,899.57,641.0
2017-01-03,Japan,Brazil,Electronics,5706.69,107.0
2010-08-31,China,Russia,Food,657.31,928.0
2015-08-15,China,India,Textiles,6246.22,967.0
2022-09-15,Japan,France,Chemicals,949.88,1526.0
2014-10-24,India,USA,Pharmaceuticals,10863.06,82.0
2010-08-21,Canada,Italy,Electronics,10939.5,512.0
2014-03-10,Japan,Brazil,Pharmaceuticals,3990.76,131.0
2020-06-27,China,Canada,Machinery,19192.51,514.0
2010-06-28,India,China,Vehicles,19770.46,148.0
2018-10-11,Brazil,China,Food,51605.4,29.0
2012-05-19,Canada,China,Food,12962.77,624.0
2014-10-09,Brazil,USA,Machinery,6429.49,83.0
2021-05-13,India,Canada,Food,5984.33,520.0
2011-01-26,Canada,France,Machinery,26712.33,350.0
2013-08-09,Italy,USA,Machinery,545.89,33.0
2013-01-18,France,Russia,Electronics,7186.84,76.0
2020-07-14,Brazil,Russia,Textiles,9405.37,1236.0
2015-06-08,USA,Italy,Machinery,10756.76,8.0
2017-01-11,China,USA,Electronics,36159.22,501.0
2013-09-09,Japan,Brazil,Vehicles,14394.18,89.0
2014-08-13,India,Canada,Vehicles,3199.57,413.0
2022-05-04,Brazil,Russia,Textiles,5131.7,42.0
2018-08-22,Canada,Japan,Machinery,5574.34,69.0
2010-10-30,Brazil,USA,Electronics,2489.72,640.0
2012-09-22,USA,China,Textiles,113.51,1561.0
2010-09-18,China,Brazil,Electronics,654.89,423.0
2016-12-03,Brazil,USA,Electronics,6449.46,1357.0
2021-11-10,India,Canada,Electronics,472.02,165.0
2017-12-18,Italy,Canada,Electronics,11837.9,1393.0
2018-01-04,China,Italy,Pharmaceuticals,14945.18,169.0
2020-07-25,India,Germany,Vehicles,5643.26,638.0
2012-04-25,France,Russia,Vehicles,1053.16,428.0
2020-08-03,Russia,Japan,Pharmaceuticals,3059.68,135.0
2018-06-22,Italy,Japan,Pharmaceuticals,1169.03,706.0
2013-12-30,Canada,USA,Food,64956.34,175.0
2022-12-25,India,Germany,Textiles,8971.35,90.0
2020-05-11,USA,Italy,Vehicles,27722.23,619.0
2017-12-12,Russia,Italy,Pharmaceuticals,4509.88,6.0
2010-04-15,Brazil,Japan,Food,6374.11,342.0
2021-07-28,France,USA,Vehicles,860.68,477.0
2022-09-04,France,Brazil,Electronics,6117.39,427.0
2019-04-03,India,Brazil,Textiles,16484.2,1595.0
2016-01-03,India,France,Food,2397.99,519.0
2022-04-27,USA,Germany,Food,314.62,119.0
2022-06-02,Brazil,India,Vehicles,5559.43,62.0
2011-10-26,Germany,Canada,Chemicals,17790.28,454.0
2016-10-22,Russia,France,Chemicals,1194.96,1881.0
2021-04-09,Russia,Italy,Textiles,11816.52,72.0
2021-08-14,Brazil,Italy,Food,1415.62,892.0
2020-08-15,Brazil,USA,Chemicals,15806.54,502.0
2011-05-28,Russia,China,Machinery,14426.73,1493.0
2020-09-24,Canada,Japan,Electronics,8939.29,2657.0
2011-07-19,Germany,Japan,Electronics,18336.97,47.0
2018-02-19,Canada,Germany,Textiles,5295.12,693.0
2019-12-12,France,Japan,Machinery,16260.58,548.0
2022-12-07,China,India,Pharmaceuticals,3117.37,194.0
2011-05-04,Japan,China,Pharmaceuticals,1841.17,1978.0
2014-12-12,Canada,Germany,Food,6845.81,79.0
2021-05-14,Brazil,Italy,Machinery,2729.96,1098.0
2020-05-19,Japan,China,Electronics,5254.89,411.0
2022-09-29,France,Japan,Textiles,1183.01,121.0
2014-12-25,Italy,Brazil,Electronics,6688.76,487.0
2021-05-27,China,Japan,Chemicals,7148.62,305.0
2017-05-20,China,Japan,Chemicals,24224.47,65.0
2012-01-28,Japan,Brazil,Machinery,11672.12,82.0
2015-06-01,USA,Japan,Textiles,12033.85,391.0
2012-06-16,Italy,USA,Pharmaceuticals,2247.49,111.0
2016-03-21,India,China,Chemicals,2970.82,233.0
2015-06-08,India,China,Machinery,1108.75,88.0
2011-04-22,Russia,China,Food,5.84,187.0
2016-10-30,Canada,India,Chemicals,5277.52,38.0
2013-03-22,Germany,Italy,Electronics,11125.73,405.0
2019-09-09,USA,Brazil,Pharmaceuticals,28472.87,2993.0
2014-07-08,Italy,China,Machinery,16981.27,1254.0
2012-04-19,China,Japan,Chemicals,7960.55,589.0
2010-05-25,Japan,India,Machinery,1627.48,273.0
2021-04-10,India,Canada,Machinery,5522.57,593.0
2012-03-02,Japan,France,Food,2610.04,295.0
2013-03-03,India,Japan,Electronics,5549.98,561.0
2019-01-12,Japan,USA,Chemicals,2347.88,28.0
2014-03-23,USA,Canada,Machinery,23179.25,622.0
2021-11-30,India,France,Vehicles,4685.84,1140.0
2015-07-05,France,Italy,Vehicles,10266.6,613.0
2015-12-31,Canada,Russia,Electronics,6945.35,612.0
2012-01-17,Canada,Italy,Electronics,11236.54,1353.0
2012-10-27,Russia,Canada,Vehicles,5815.13,212.0
2015-09-22,Italy,France,Textiles,9768.49,55.0
2011-05-20,China,Japan,Pharmaceuticals,15728.96,376.0
2015-08-21,India,France,Electronics,2643.77,230.0
2019-02-15,China,USA,Machinery,10349.44,496.0
2010-04-01,Germany,China,Pharmaceuticals,14455.65,124.0
2022-08-02,Canada,India,Chemicals,3222.25,561.0
2020-01-08,Italy,Germany,Machinery,7596.87,837.0
2019-05-18,Brazil,Canada,Electronics,13050.98,971.0
2011-08-19,China,Germany,Chemicals,6094.33,1064.0
2021-05-07,Japan,France,Textiles,16729.17,97.0
2020-12-09,Russia,Brazil,Electronics,10177.29,30.0
2012-11-14,Canada,Germany,Electronics,18827.33,70.0
2020-07-29,France,India,Vehicles,21229.03,18.0
2021-09-27,Canada,China,Food,15769.23,454.0
2022-09-23,Germany,Japan,Textiles,9578.03,904.0
2019-10-07,Japan,Germany,Chemicals,21050.19,255.0
2014-09-24,USA,Japan,Textiles,23754.73,385.0
2018-07-28,Italy,Russia,Textiles,2530.85,196.0
2013-09-04,Italy,Russia,Food,14772.03,42.0
2021-10-21,Brazil,Japan,Machinery,661.61,641.0
2021-12-13,China,Russia,Textiles,3182.76,36.0
2022-01-09,Canada,China,Pharmaceuticals,7868.66,557.0
2018-05-10,Canada,Japan,Pharmaceuticals,1003.89,594.0
2014-08-23,Japan,India,Chemicals,9705.95,18.0
2017-11-10,Japan,India,Textiles,9176.73,629.0
2021-11-15,France,Germany,Chemicals,9354.35,203.0
2021-01-19,India,Brazil,Vehicles,513.3,65.0
2016-12-19,Brazil,China,Vehicles,22951.42,331.0
2015-12-26,India,Russia,Machinery,79194.52,184.0
2012-12-25,China,Russia,Textiles,2861.27,378.0
2017-01-24,Italy,France,Pharmaceuticals,1656.0,1063.0
2022-12-26,Italy,Germany,Machinery,6226.34,209.0
2016-03-29,Japan,USA,Pharmaceuticals,18569.29,49.0
2017-06-18,Canada,Germany,Chemicals,14486.73,1339.0
2019-08-20,China,Italy,Pharmaceuticals,8045.06,308.0
2020-07-03,Brazil,France,Textiles,3357.27,1424.0
2011-02-02,Japan,India,Food,11008.14,752.0
2022-03-14,Japan,Brazil,Textiles,7269.89,498.0
2014-04-26,Canada,France,Machinery,10287.98,65.0
2018-03-29,Japan,USA,Vehicles,667.26,475.0
2012-11-15,USA,India,Vehicles,1358.9,143.0
2017-08-14,Germany,Russia,Machinery,14293.75,93.0
2021-01-06,Germany,Brazil,Pharmaceuticals,6.03,878.0
2021-08-12,USA,China,Electronics,20491.78,676.0
2022-05-18,Russia,Canada,Machinery,2327.12,2071.0
2018-10-09,Japan,China,Food,11494.07,635.0
2014-09-13,Italy,USA,Chemicals,13975.27,82.0
2022-05-22,China,Brazil,Pharmaceuticals,867.38,130.0
2010-01-16,Russia,China,Vehicles,16135.0,440.0
2019-01-01,Russia,China,Machinery,2982.98,599.0
2014-09-29,USA,France,Food,7673.87,1.0
2013-03-01,Japan,Germany,Electronics,8350.06,398.0
2019-04-20,Russia,Brazil,Pharmaceuticals,6054.18,1208.0
2016-10-18,Russia,Japan,Chemicals,4156.39,1019.0
2013-07-17,Italy,Brazil,Pharmaceuticals,11843.66,2.0
2012-11-08,USA,Russia,Vehicles,22328.02,453.0
2016-04-20,Russia,Italy,Pharmaceuticals,10581.51,1693.0
2011-12-31,USA,Italy,Textiles,40374.54,383.0
2019-11-23,China,Italy,Machinery,369.62,225.0
2020-11-10,Italy,Japan,Electronics,1869.53,1274.0
2019-06-15,India,Japan,Vehicles,189.45,313.0
2016-05-17,Germany,Canada,Vehicles,711.02,552.0
2017-12-02,USA,Germany,Textiles,4073.73,1762.0
2012-11-10,Canada,USA,Electronics,19026.62,118.0
2021-06-07,Brazil,India,Vehicles,34051.3,48.0
2021-05-02,Canada,Brazil,Textiles,1741.05,329.0
2010-06-06,India,Japan,Textiles,18931.25,793.0
2017-02-16,Russia,USA,Textiles,8574.79,381.0
2012-02-24,Italy,Japan,Textiles,215.01,418.0
2017-03-07,Italy,USA,Pharmaceuticals,361.18,479.0
2011-10-23,Japan,Italy,Vehicles,770.2,399.0
2010-06-21,India,Germany,Pharmaceuticals,3829.54,100.0
2022-08-21,France,Italy,Machinery,1420.42,18.0
2010-08-24,USA,India,Vehicles,3169.63,2307.0
2013-05-31,Germany,Italy,Pharmaceuticals,6226.9,290.0
2018-05-29,Germany,Brazil,Electronics,5235.05,82.0
2010-05-11,Germany,China,Machinery,15217.99,656.0
2014-11-14,Japan,France,Textiles,4193.63,528.0
2022-12-10,Germany,Canada,Pharmaceuticals,1667.54,704.0
2015-12-12,Brazil,Germany,Machinery,397.05,91.0
2013-03-23,France,Italy,Food,7963.98,1658.0
2021-12-27,Russia,Japan,Food,5851.49,2.0
2018-05-13,Brazil,India,Pharmaceuticals,5252.72,1186.0
2020-04-21,China,USA,Food,39512.25,296.0
2018-08-01,Italy,France,Pharmaceuticals,7501.87,377.0
2012-09-30,India,Japan,Electronics,1825.43,435.0
2015-12-09,Canada,France,Machinery,12408.59,416.0
2010-12-08,Russia,India,Chemicals,474.6,274.0
2014-03-26,Italy,India,Pharmaceuticals,5925.74,33.0
2015-08-07,Russia,Brazil,Machinery,7197.68,277.0
2017-01-25,France,Brazil,Pharmaceuticals,10114.22,416.0
2010-08-15,USA,France,Machinery,465.65,214.0
2019-12-24,France,Russia,Textiles,13784.64,49.0
2018-07-22,India,Russia,Machinery,42294.54,604.0
2011-08-08,Japan,Russia,Pharmaceuticals,422.19,6.0
2013-02-02,Japan,Canada,Vehicles,660.09,23.0
2014-02-09,Brazil,India,Pharmaceuticals,7720.71,368.0
2020-09-06,USA,Canada,Vehicles,5986.17,316.0
2019-07-14,Canada,China,Textiles,2435.33,40.0
2014-03-23,China,Germany,Electronics,12608.94,83.0
2012-05-04,Germany,China,Chemicals,16761.57,130.0
2015-01-01,Japan,Canada,Textiles,3555.25,72.0
2017-07-22,China,USA,Textiles,2026.16,911.0
2016-09-29,Canada,Russia,Food,8757.61,720.0
2022-11-22,India,Russia,Machinery,896.3,1043.0
2022-11-07,Japan,Germany,Chemicals,6463.58,332.0
2019-02-15,Italy,Russia,Textiles,25699.96,421.0
2018-11-14,France,Canada,Electronics,15419.24,466.0
2020-06-30,China,France,Pharmaceuticals,14977.79,755.0
2014-11-15,Russia,Germany,Textiles,45789.4,51.0
2011-11-19,China,Brazil,Food,1325.66,121.0
2012-10-30,Italy,Brazil,Electronics,17652.88,400.0
2018-09-13,Russia,France,Textiles,10236.96,493.0
2022-04-20,China,Italy,Machinery,3722.44,21.0
2014-10-22,Japan,Italy,Pharmaceuticals,5034.1,944.0
2018-05-18,Japan,Canada,Electronics,5946.56,338.0
2010-03-26,USA,China,Pharmaceuticals,13461.3,707.0
2012-11-06,China,Germany,Textiles,14326.1,185.0
2013-07-29,Germany,China,Machinery,3495.08,30.0
2018-09-14,Canada,China,Electronics,21075.16,217.0
2010-04-14,USA,China,Textiles,1047.88,421.0
2021-02-05,France,Italy,Vehicles,11607.93,1939.0
2010-01-02,Italy,China,Vehicles,13044.39,693.0
2015-02-24,Japan,India,Pharmaceuticals,873.74,316.0
2016-01-15,USA,Italy,Vehicles,10475.84,816.0
2020-09-25,China,Canada,Machinery,20833.92,764.0
2021-12-02,Japan,France,Pharmaceuticals,1437.16,800.0
2012-01-10,China,Canada,Vehicles,5326.15,158.0
2019-05-03,Russia,China,Textiles,42096.12,1436.0
2015-07-27,Italy,India,Chemicals,3331.68,357.0
2018-09-03,Germany,USA,Machinery,11324.49,409.0
2019-01-08,France,India,Textiles,13419.52,161.0
2012-09-18,Italy,India,Machinery,3662.99,442.0
2013-03-22,China,Germany,Food,1659.59,658.0
2022-11-09,Japan,Germany,Textiles,5258.21,2527.0
2015-09-02,China,Canada,Vehicles,17547.44,188.0
2020-09-16,China,Brazil,Electronics,1449.11,389.0
2015-08-09,India,Brazil,Chemicals,867.82,41.0
2020-07-08,Japan,China,Food,1212.86,352.0
2010-08-20,Italy,Canada,Machinery,28795.37,68.0
2017-11-16,France,Germany,Machinery,2513.29,842.0
2018-01-19,France,Germany,Textiles,2331.49,1691.0
2021-05-18,Russia,Canada,Vehicles,16104.72,966.0
2018-11-03,India,Italy,Textiles,25105.49,77.0
2015-02-11,China,USA,Textiles,6891.43,864.0
2017-06-09,Canada,Russia,Food,17281.09,1135.0
2022-12-31,Japan,India,Machinery,6855.0,60.0
2011-05-16,Russia,Germany,Electronics,18837.79,108.0
2015-01-20,China,India,Vehicles,2295.35,771.0
2020-04-27,France,China,Textiles,296.86,793.0
2014-03-05,India,Japan,Electronics,6546.18,689.0
2010-09-26,Canada,Brazil,Pharmaceuticals,41531.11,88.0
2013-10-12,India,USA,Machinery,527.26,36.0
2021-06-18,Russia,USA,Chemicals,13569.25,144.0
2015-01-03,China,Japan,Chemicals,258.76,1074.0
2017-10-07,Brazil,Japan,Chemicals,11146.84,801.0
2019-09-13,Brazil,China,Chemicals,6271.3,470.0
2016-01-30,USA,India,Machinery,1100.96,527.0
2021-05-18,Russia,Italy,Food,4252.01,2135.0
2013-09-12,Russia,India,Chemicals,12527.86,324.0
2016-11-05,USA,Brazil,Electronics,13725.48,289.0
2021-07-06,China,Italy,Vehicles,2326.1,1275.0
2010-04-10,USA,France,Electronics,9461.9,298.0
2017-12-12,Canada,Brazil,Food,10491.41,82.0
2022-10-26,Germany,Canada,Chemicals,2280.29,102.0
2022-11-12,Germany,Russia,Vehicles,10339.07,139.0
2021-04-26,Russia,USA,Machinery,7404.3,85.0
2022-12-06,USA,Canada,Textiles,24632.73,320.0
2012-01-23,Italy,Germany,Vehicles,332.77,1181.0
2011-05-20,Russia,India,Machinery,7540.76,546.0
2016-01-20,France,Japan,Chemicals,8151.9,643.0
2021-01-24,Canada,Russia,Pharmaceuticals,2477.44,210.0
2010-11-21,Germany,France,Textiles,1064.15,1093.0
2010-06-30,Brazil,USA,Electronics,6742.09,47.0
2020-09-21,Japan,Canada,Food,12489.21,298.0
2021-07-02,France,India,Food,482.43,190.0
2016-09-30,India,USA,Textiles,9889.27,860.0
2012-09-27,Japan,Brazil,Electronics,17616.42,55.0
2022-09-15,France,India,Vehicles,2053.07,2897.0
2021-11-26,India,Japan,Pharmaceuticals,29046.06,2.0
2014-04-03,Germany,Japan,Food,4523.22,329.0
2012-06-10,France,Japan,Vehicles,1854.51,8.0
2020-07-21,Japan,India,Electronics,480.53,534.0
2016-08-27,Germany,India,Vehicles,17027.49,72.0
2012-02-25,China,Japan,Chemicals,128.41,621.0
2011-03-24,Brazil,France,Textiles,3510.27,543.0
2012-06-15,USA,Italy,Machinery,9121.87,1269.0
2012-12-29,Germany,Japan,Textiles,1596.38,345.0
2021-05-14,Canada,Russia,Chemicals,8724.65,64.0
